algorithm,name,description,qgis_output_type
sagang:separatepointsbydirection,OUTPUT,Ouput,outputVector
sagang:setcoordinatereferencesystem,GRIDS_OUT,Grids,outputRaster
sagang:setcoordinatereferencesystem,SHAPES_OUT,Shapes,outputVector
sagang:shalstab,G,CR values,outputRaster
sagang:shalstab,H,CR classes,outputRaster
sagang:shannonindex,COUNT,Number of Categories,outputRaster
sagang:shannonindex,EVENNESS,Evenness,outputRaster
sagang:shannonindex,INDEX,Shannon Index,outputRaster
sagang:shapesbuffer,BUFFER,Buffer,outputVector
sagang:sharedpolygonedges,EDGES,Edges,outputVector
sagang:shrinkandexpand,RESULT,Result Grid,outputRaster
sagang:sieveandclump,FILTERED,Sieve and Clump,outputRaster
sagang:sieveclasses,OUTPUT,Sieved Classes,outputRaster
sagang:simplefilter,RESULT,Filtered Grid,outputRaster
sagang:simplefilterformultiplegrids,FILTERED,Filtered Grids,outputRaster
sagang:simplefilterrestrictedtopolygons,RESULT,Filtered Grid,outputRaster
sagang:simplekriging,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:simplekriging,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:simplekriging,PREDICTION,Prediction,outputRaster
sagang:simplekriging,VARIANCE,Prediction Error,outputRaster
sagang:simpsonindex,COUNT,Number of Categories,outputRaster
sagang:simpsonindex,INDEX,Simpson Index,outputRaster
sagang:simulation,FLAME,Flame Length,outputRaster
sagang:simulation,INTENSITY,Intensity,outputRaster
sagang:simulation,TIME,Time,outputRaster
sagang:sinkdrainageroutedetection,SINKROUTE,Sink Route,outputRaster
sagang:sinkremoval,DEM_PREPROC,Preprocessed DEM,outputRaster
sagang:skyviewfactor,DISTANCE,Average View Distance,outputRaster
sagang:skyviewfactor,SIMPLE,Sky View Factor (Simplified),outputRaster
sagang:skyviewfactor,SVF,Sky View Factor,outputRaster
sagang:skyviewfactor,TERRAIN,Terrain View Factor,outputRaster
sagang:skyviewfactor,VISIBLE,Visible Sky,outputRaster
sagang:slopeaspectcurvature,ASPECT,Aspect,outputRaster
sagang:slopeaspectcurvature,C_CROS,Cross-Sectional Curvature,outputRaster
sagang:slopeaspectcurvature,C_GENE,General Curvature,outputRaster
sagang:slopeaspectcurvature,C_LONG,Longitudinal Curvature,outputRaster
sagang:slopeaspectcurvature,C_MAXI,Maximal Curvature,outputRaster
sagang:slopeaspectcurvature,C_MINI,Minimal Curvature,outputRaster
sagang:slopeaspectcurvature,C_PLAN,Plan Curvature,outputRaster
sagang:slopeaspectcurvature,C_PROF,Profile Curvature,outputRaster
sagang:slopeaspectcurvature,C_ROTO,Flow Line Curvature,outputRaster
sagang:slopeaspectcurvature,C_TANG,Tangential Curvature,outputRaster
sagang:slopeaspectcurvature,C_TOTA,Total Curvature,outputRaster
sagang:slopeaspectcurvature,SLOPE,Slope,outputRaster
sagang:slopelength,LENGTH,Slope Length,outputRaster
sagang:slopelimitedflowaccumulation,FLOW,Flow Accumulation,outputRaster
sagang:snappointstogrid,MOVES,Moves,outputVector
sagang:snappointstogrid,OUTPUT,Result,outputVector
sagang:snappointstolines,MOVES,Moves,outputVector
sagang:snappointstolines,OUTPUT,Result,outputVector
sagang:snappointstopoints,MOVES,Moves,outputVector
sagang:snappointstopoints,OUTPUT,Result,outputVector
sagang:snappointstopolygons,MOVES,Moves,outputVector
sagang:snappointstopolygons,OUTPUT,Result,outputVector
sagang:snowcover,DAYS,Snow Cover Days,outputRaster
sagang:snowcover,MAXIMUM,Maximum,outputRaster
sagang:snowcover,MEAN,Average,outputRaster
sagang:snowcover,QUANTILE,Quantile,outputRaster
sagang:soilwaterbalancedays,SNOW,Snow Depth,outputRaster
sagang:soilwaterbalancedays,SW_0,Soil Water (Upper Layer),outputRaster
sagang:soilwaterbalancedays,SW_1,Soil Water (Lower Layer),outputRaster
sagang:spatialpointpatternanalysis,BBOX,Bounding Box,outputVector
sagang:spatialpointpatternanalysis,CENTRE,Mean Centre,outputVector
sagang:spatialpointpatternanalysis,STDDIST,Standard Distance,outputVector
sagang:splitlinesatpoints,INTERSECT,Intersection,outputVector
sagang:splitlineswithlines,INTERSECT,Intersection,outputVector
sagang:splitrgbbands,B,Output B band layer,outputRaster
sagang:splitrgbbands,G,Output G band layer,outputRaster
sagang:splitrgbbands,R,Output R band layer,outputRaster
sagang:splitshapeslayer,CUTS,Tiles,outputVector
sagang:splitshapeslayer,EXTENT,Extent,outputVector
sagang:splitshapeslayercompletely,LIST,Output,outputVector
sagang:splitshapeslayerrandomly,A,Group A,outputVector
sagang:splitshapeslayerrandomly,B,Group B,outputVector
sagang:splittableshapesbyattribute,CUTS,Cuts,outputVector
sagang:statisticsforrasters,MAX,Maximum,outputRaster
sagang:statisticsforrasters,MEAN,Arithmetic Mean,outputRaster
sagang:statisticsforrasters,MIN,Minimum,outputRaster
sagang:statisticsforrasters,PCTL,Percentile,outputRaster
sagang:statisticsforrasters,RANGE,Range,outputRaster
sagang:statisticsforrasters,STDDEV,Standard Deviation,outputRaster
sagang:statisticsforrasters,STDDEVHI,Mean plus Standard Deviation,outputRaster
sagang:statisticsforrasters,STDDEVLO,Mean less Standard Deviation,outputRaster
sagang:statisticsforrasters,SUM,Sum,outputRaster
sagang:statisticsforrasters,SUM2,Sum2,outputRaster
sagang:statisticsforrasters,VAR,Variance,outputRaster
sagang:strahlerorder,STRAHLER,Strahler Order,outputRaster
sagang:streampowerindex,SPI,Stream Power Index,outputRaster
sagang:successiveflowrouting,FLOW,Flow,outputRaster
sagang:summitextraction,SUMMITS,Summits,outputVector
sagang:sunriseandsunset,LENGTH,Day Length,outputRaster
sagang:sunriseandsunset,SUNRISE,Sunrise,outputRaster
sagang:sunriseandsunset,SUNSET,Sunset,outputRaster
sagang:superpixelsegmentation,POLYGONS,Segments,outputVector
sagang:superpixelsegmentation,SUPERPIXELS,Superpixels,outputRaster
sagang:supervisedclassificationforgrids,CLASSES,Classification,outputRaster
sagang:supervisedclassificationforgrids,CLASSES_LUT,Look-up Table,outputVector
sagang:supervisedclassificationforgrids,QUALITY,Quality,outputRaster
sagang:surfaceandgradient,GRAD,Gradient,outputRaster
sagang:surfaceandgradient,SURF,Surface,outputRaster
sagang:surfacegradientandconcentration,CONC,Concentration,outputRaster
sagang:surfacegradientandconcentration,GRAD,Gradient,outputRaster
sagang:surfacegradientandconcentration,SURF,Surface,outputRaster
sagang:surfacespecificpoints,RESULT,Result,outputRaster
sagang:svmclassification,CLASSES,Classification,outputRaster
sagang:svmclassification,CLASSES_LUT,Look-up Table,outputVector
sagang:symmetricaldifference,RESULT,Symmetrical Difference,outputVector
sagang:tasseledcaptransformation,BRIGHTNESS,Brightness,outputRaster
sagang:tasseledcaptransformation,GREENNESS,Greenness,outputRaster
sagang:tasseledcaptransformation,WETNESS,Wetness,outputRaster
sagang:tcilow,TCILOW,TCI Low,outputRaster
sagang:temperaturelapserates,LAPSE,Temperature Lapse Rate at Extreme,outputRaster
sagang:temperaturelapserates,TEXTREME,Daily Extreme Temperature,outputRaster
sagang:temperaturelapserates,TIME,Hour of Daily Extreme Temperature,outputRaster
sagang:terrainclustering,CLUSTER,Clusters,outputRaster
sagang:terrainruggednessindextri,TRI,Terrain Ruggedness Index (TRI),outputRaster
sagang:terrainsurfaceclassificationiwahashiandpike,LANDFORMS,Landforms,outputRaster
sagang:terrainsurfaceconvexity,CONVEXITY,Convexity,outputRaster
sagang:terrainsurfacetexture,TEXTURE,Texture,outputRaster
sagang:texturalfeatures,ASM,Angular Second Moment,outputRaster
sagang:texturalfeatures,CONTRAST,Contrast,outputRaster
sagang:texturalfeatures,CORRELATION,Correlation,outputRaster
sagang:texturalfeatures,DIF_ENTROPY,Difference Entropy,outputRaster
sagang:texturalfeatures,DIF_VARIANCE,Difference Variance,outputRaster
sagang:texturalfeatures,ENTROPY,Entropy,outputRaster
sagang:texturalfeatures,IDM,Inverse Diff Moment,outputRaster
sagang:texturalfeatures,MOC_1,Measure of Correlation-1,outputRaster
sagang:texturalfeatures,MOC_2,Measure of Correlation-2,outputRaster
sagang:texturalfeatures,SUM_AVERAGE,Sum Average,outputRaster
sagang:texturalfeatures,SUM_ENTROPY,Sum Entropy,outputRaster
sagang:texturalfeatures,SUM_VARIANCE,Sum Variance,outputRaster
sagang:texturalfeatures,VARIANCE,Variance,outputRaster
sagang:thermicbeltclassification,ATB,Thermal Belts,outputRaster
sagang:thiessenpolygons,POLYGONS,Polygons,outputVector
sagang:thinplatespline,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:thinplatesplinetin,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:thresholdrasterbuffer,BUFFER,Buffer Grid,outputRaster
sagang:tiling,TILES,Tiles,outputRaster
sagang:tissotsindicatrix,TARGET,Indicatrix,outputVector
sagang:tobia,E,TOBIA classes,outputRaster
sagang:tobia,F,TOBIA index,outputRaster
sagang:topmodel,MOIST,Soil Moisture Deficit,outputRaster
sagang:topmodel,TABLE,Simulation Output,outputVector
sagang:topofatmospherereflectance,PANBAND,Panchromatic,outputRaster
sagang:topofatmospherereflectance,SPECTRAL,Spectral,outputRaster
sagang:topofatmospherereflectance,THERMAL,Thermal,outputRaster
sagang:topographiccorrection,CORRECTED,Corrected Image,outputRaster
sagang:topographicopenness,NEG,Negative Openness,outputRaster
sagang:topographicopenness,POS,Positive Openness,outputRaster
sagang:topographicpositionindextpi,TPI,Topographic Position Index,outputRaster
sagang:topographicwetnessindexonestep,TWI,Topographic Wetness Index,outputRaster
sagang:topographicwetnessindextwi,TWI,Topographic Wetness Index,outputRaster
sagang:tpibasedlandformclassification,LANDFORMS,Landforms,outputRaster
sagang:transectthroughpolygonshapefile,TRANSECT_RESULT,Result table,outputVector
sagang:transformvectorlayer,TRANSFORM,Transformed Shapes,outputVector
sagang:transposerasterlayers,TRANSPOSED,Transposed Grids,outputRaster
sagang:traveltimecalculation,TRAVELTIME_MINUTES,Travel Time,outputRaster
sagang:treegrowthseason,FIRST,First Growing Day,outputRaster
sagang:treegrowthseason,LAST,Last Growing Day,outputRaster
sagang:treegrowthseason,LGS,Length,outputRaster
sagang:treegrowthseason,SMP,Precipitation Sum,outputRaster
sagang:treegrowthseason,SMT,Mean Temperature,outputRaster
sagang:treegrowthseason,TLH,Tree Line Height,outputRaster
sagang:trendanalysis,TREND,Table (with Trend),outputVector
sagang:trendanalysisshapes,TREND,Table (with Trend),outputVector
sagang:triangulation,TARGET_OUT_GRID,Target Grid,outputRaster
sagang:uniquevaluestatisticsforgrids,MAJORITY,Majority,outputRaster
sagang:uniquevaluestatisticsforgrids,MINORITY,Minority,outputRaster
sagang:uniquevaluestatisticsforgrids,NUNIQUES,Number of Unique Values,outputRaster
sagang:universalimagequalityindex,CONTRAST,Contrast,outputRaster
sagang:universalimagequalityindex,CORRELATION,Correlation,outputRaster
sagang:universalimagequalityindex,LUMINANCE,Luminance,outputRaster
sagang:universalimagequalityindex,QUALITY,Universal Image Quality Index,outputRaster
sagang:universalkriging,CV_RESIDUALS,Cross Validation Residuals,outputVector
sagang:universalkriging,CV_SUMMARY,Cross Validation Summary,outputVector
sagang:universalkriging,PREDICTION,Prediction,outputRaster
sagang:universalkriging,VARIANCE,Prediction Error,outputRaster
sagang:upslopeanddownslopecurvature,C_DOWN,Downslope Curvature,outputRaster
sagang:upslopeanddownslopecurvature,C_DOWN_LOCAL,Local Downslope Curvature,outputRaster
sagang:upslopeanddownslopecurvature,C_LOCAL,Local Curvature,outputRaster
sagang:upslopeanddownslopecurvature,C_UP,Upslope Curvature,outputRaster
sagang:upslopeanddownslopecurvature,C_UP_LOCAL,Local Upslope Curvature,outputRaster
sagang:upslopearea,AREA,Upslope Area,outputRaster
sagang:upslopeheightslopeaspect,ASPECT,Aspect,outputRaster
sagang:upslopeheightslopeaspect,HEIGHT,Upslope Height,outputRaster
sagang:upslopeheightslopeaspect,SLOPE,Slope,outputRaster
sagang:utmprojectiongrid,GRID,Target,outputRaster
sagang:utmprojectiongrid,OUT_X,X Coordinates,outputRaster
sagang:utmprojectiongrid,OUT_Y,Y Coordinates,outputRaster
sagang:utmprojectiongridlist,GRIDS,Target,outputRaster
sagang:utmprojectiongridlist,OUT_X,X Coordinates,outputRaster
sagang:utmprojectiongridlist,OUT_Y,Y Coordinates,outputRaster
sagang:utmprojectionshapeslist,TARGET,Target,outputVector
sagang:valleyandridgedetectiontophatapproach,HILL,Hill Height,outputRaster
sagang:valleyandridgedetectiontophatapproach,HILL_IDX,Hill Index,outputRaster
sagang:valleyandridgedetectiontophatapproach,SLOPE_IDX,Hillslope Index,outputRaster
sagang:valleyandridgedetectiontophatapproach,VALLEY,Valley Depth,outputRaster
sagang:valleyandridgedetectiontophatapproach,VALLEY_IDX,Valley Index,outputRaster
sagang:valleydepth,RIDGE_LEVEL,Ridge Level,outputRaster
sagang:valleydepth,VALLEY_DEPTH,Valley Depth,outputRaster
sagang:variogram,RESULT,Sample Variogram,outputVector
sagang:variogramcloud,RESULT,Variogram Cloud,outputVector
sagang:variogramdialog,VARIOGRAM,Variogram,outputVector
sagang:vectorisinggridclasses,POLYGONS,Polygons,outputVector
sagang:vectorruggednessmeasurevrm,VRM,Vector Terrain Ruggedness (VRM),outputRaster
sagang:vegetationindexdistancebased,ATSAVI,"Transformed Soil Adjusted Vegetation Index (Baret and Guyot, 1991)",outputRaster
sagang:vegetationindexdistancebased,PVI0,"Perpendicular Vegetation Index (Richardson and Wiegand, 1977)",outputRaster
sagang:vegetationindexdistancebased,PVI1,"Perpendicular Vegetation Index (Perry and Lautenschlager, 1984)",outputRaster
sagang:vegetationindexdistancebased,PVI2,Perpendicular Vegetation Index (Walther and Shabaani),outputRaster
sagang:vegetationindexdistancebased,PVI3,"Perpendicular Vegetation Index (Qi, et al., 1994)",outputRaster
sagang:vegetationindexdistancebased,TSAVI,Transformed Soil Adjusted Vegetation Index (Baret et al. 1989),outputRaster
sagang:vegetationindexslopebased,CTVI,Corrected Transformed Vegetation Index,outputRaster
sagang:vegetationindexslopebased,DVI,Difference Vegetation Index,outputRaster
sagang:vegetationindexslopebased,NDVI,Normalized Difference Vegetation Index,outputRaster
sagang:vegetationindexslopebased,NRVI,Normalized Ratio Vegetation Index,outputRaster
sagang:vegetationindexslopebased,RVI,Ratio Vegetation Index,outputRaster
sagang:vegetationindexslopebased,SAVI,Soil Adjusted Vegetation Index,outputRaster
sagang:vegetationindexslopebased,TTVI,Thiam's Transformed Vegetation Index,outputRaster
sagang:vegetationindexslopebased,TVI,Transformed Vegetation Index,outputRaster
sagang:verticaldistancetochannelnetwork,BASELEVEL,Channel Network Base Level,outputRaster
sagang:verticaldistancetochannelnetwork,DISTANCE,Vertical Distance to Channel Network,outputRaster
sagang:visibilitypoints,VISIBILITY,Visibility,outputRaster
sagang:warpingshapes,OUTPUT,Output,outputVector
sagang:waterretentioncapacity,OUTPUT,Final Parameters,outputVector
sagang:waterretentioncapacity,RETENTION,Water Retention Capacity,outputRaster
sagang:watershedbasins,BASINS,Watershed Basins,outputRaster
sagang:watershedbasinsextended,BASINS,Basins,outputRaster
sagang:watershedbasinsextended,HEADS,River Heads,outputVector
sagang:watershedbasinsextended,MOUTHS,River Mouths,outputVector
sagang:watershedbasinsextended,SUBBASINS,Subbasins,outputRaster
sagang:watershedbasinsextended,V_BASINS,Basins,outputVector
sagang:watershedbasinsextended,V_SUBBASINS,Subbasins,outputVector
sagang:wator,GRID,Wa-Tor,outputRaster
sagang:wator,TABLE,Cycles,outputVector
sagang:wedgefail,F,Failures,outputRaster
sagang:wetness,F,WI values,outputRaster
sagang:wetness,G,WI classes,outputRaster
sagang:windeffectcorrection,B_GRID,Calibrated Scaling Factor,outputRaster
sagang:windeffectcorrection,WINDCORR,Corrected Wind Effect,outputRaster
sagang:windeffectwindwardleewardindex,AFH,Effective Air Flow Heights,outputRaster
sagang:windeffectwindwardleewardindex,EFFECT,Wind Effect,outputRaster
sagang:windexpositionindex,EXPOSITION,Wind Exposition,outputRaster
sagang:windshelterindex,SHELTER,Wind Shelter Index,outputRaster
sagang:womblingedgedetection,EDGE_LINES,Edge Segments,outputVector
sagang:womblingedgedetection,EDGE_POINTS,Edge Points,outputVector
sagang:womblingedgedetection,GRADIENTS,Gradients,outputRaster
sagang:womblingformultiplefeaturesedgedetection,EDGE_CELLS,Edges,outputRaster
sagang:womblingformultiplefeaturesedgedetection,OUTPUT,Output,outputRaster
sagang:worldfilefromflightandcamerasettings,EXTENT,Extent,outputVector
sagang:zonalmultipleregressionanalysispointsandpredictorgrids,REGRESSION,Regression,outputRaster
sagang:zonalmultipleregressionanalysispointsandpredictorgrids,RESIDUALS,Residuals,outputVector
sagang:zonalrasterstatistics,OUTTAB,Zonal Statistics,outputVector
visibility:createviewpoints,OUTPUT,Output layer,outputVector
visibility:intervisibility,OUTPUT,Output layer,outputVector
visibility:viewshed,OUTPUT,Output file,outputRaster
visibility:visibilityindex,OUTPUT,Output file,outputRaster
