algorithm,name,description,qgis_type
grass7:v.net.centrality,eigenvector,Name of output eigenvector centrality column,string
grass7:v.net.centrality,iterations,Maximum number of iterations to compute eigenvector centrality,number
grass7:v.net.centrality,error,Cumulative error tolerance for eigenvector centrality,number
grass7:v.net.centrality,cats,Category values,string
grass7:v.net.centrality,output,Network Centrality,vectorDestination
grass7:v.net.centrality,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.centrality,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.centrality,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.components,method,Type of components,enum
grass7:v.net.components,output,Network_Components_Line,vectorDestination
grass7:v.net.components,output_point,Network_Components_Point,vectorDestination
grass7:v.net.components,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.components,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.components,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.connectivity,set1_cats,Set1 Category values,string
grass7:v.net.connectivity,set2_cats,Set2 Category values,string
grass7:v.net.connectivity,output,Network_Connectivity,vectorDestination
grass7:v.net.connectivity,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.connectivity,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.connectivity,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.distance,arc_type,Arc type,enum
grass7:v.net.distance,from_cats,From Category values,string
grass7:v.net.distance,to_type,To feature type,enum
grass7:v.net.distance,to_cats,To Category values,string
grass7:v.net.distance,output,Network_Distance,vectorDestination
grass7:v.net.distance,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.distance,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.distance,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.flow,source_cats,Source Category values,string
grass7:v.net.flow,sink_cats,Sink Category values,string
grass7:v.net.flow,output,Network_Flow,vectorDestination
grass7:v.net.flow,cut,Network_Cut,vectorDestination
grass7:v.net.flow,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.flow,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.flow,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.iso,arc_type,Arc type,enum
grass7:v.net.iso,center_cats,Category values,string
grass7:v.net.iso,costs,Costs for isolines,string
grass7:v.net.iso,output,Network_Iso,vectorDestination
grass7:v.net.iso,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.iso,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.iso,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.nreport,output,NReport,fileDestination
grass7:v.net.nreport,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.nreport,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.path,file,Name of file containing start and end points,file
grass7:v.net.path,arc_type,Arc type,enum
grass7:v.net.path,dmax,Maximum distance to the network,number
grass7:v.net.path,output,Network_Path,vectorDestination
grass7:v.net.path,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.path,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.path,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.report,html,Report,fileDestination
grass7:v.net.report,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.report,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.salesman,arc_type,Arc type,enum
grass7:v.net.salesman,center_cats,Category values,string
grass7:v.net.salesman,output,Network_Salesman,vectorDestination
grass7:v.net.salesman,sequence,Output file holding node sequence,fileDestination
grass7:v.net.salesman,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.salesman,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.salesman,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.spanningtree,output,SpanningTree,vectorDestination
grass7:v.net.spanningtree,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.spanningtree,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.spanningtree,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.steiner,arc_type,Arc type,enum
grass7:v.net.steiner,terminal_cats,Category values,string
grass7:v.net.steiner,npoints,Number of Steiner points,number
grass7:v.net.steiner,output,Network Steiner,vectorDestination
grass7:v.net.steiner,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.steiner,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.steiner,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.timetable,walk_layer,Layer number or name with walking connections,source
grass7:v.net.timetable,route_id,Name of column with route ids,field
grass7:v.net.timetable,stop_time,Name of column with stop timestamps,field
grass7:v.net.timetable,to_stop,Name of column with stop ids,field
grass7:v.net.timetable,walk_length,Name of column with walk lengths,field
grass7:v.net.timetable,output,Network Timetable,vectorDestination
grass7:v.net.timetable,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.timetable,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.timetable,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.net.visibility,coordinates,Coordinates,point
grass7:v.net.visibility,visibility,Input vector line layer containing visible points,source
grass7:v.net.visibility,output,Network Visibility,vectorDestination
grass7:v.net.visibility,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.net.visibility,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.net.visibility,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.normal,map,point vector defining sample points,source
grass7:v.normal,column,Attribute column,field
grass7:v.normal,html,Normality,fileDestination
grass7:v.normal,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.normal,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.ascii,input,Name of input vector map,source
grass7:v.out.ascii,type,Input feature type,enum
grass7:v.out.ascii,format,Output format,enum
grass7:v.out.ascii,separator,Field separator,enum
grass7:v.out.ascii,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.ascii,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.dxf,input,Name of input vector map,source
grass7:v.out.dxf,output,DXF vector,fileDestination
grass7:v.out.dxf,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.dxf,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.postgis,input,Name of input vector map,source
grass7:v.out.postgis,type,Input feature type,enum
grass7:v.out.postgis,output,Name for output PostGIS datasource,string
grass7:v.out.postgis,output_layer,Name for output PostGIS layer,string
grass7:v.out.postgis,options,Creation options,string
grass7:v.out.postgis,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.postgis,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.pov,input,Name of input vector map,source
grass7:v.out.pov,type,Input feature type,enum
grass7:v.out.pov,size,Radius of sphere for points and tube for lines,number
grass7:v.out.pov,output,POV vector,fileDestination
grass7:v.out.pov,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.pov,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.svg,input,Name of input vector map,source
grass7:v.out.svg,type,Output type,enum
grass7:v.out.svg,precision,Coordinate precision,number
grass7:v.out.svg,output,SVG File,fileDestination
grass7:v.out.svg,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.svg,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.out.vtk,input,Name of input vector map,source
grass7:v.out.vtk,type,Input feature type,enum
grass7:v.out.vtk,zscale,Scale factor for elevation,number
grass7:v.out.vtk,output,VTK File,fileDestination
grass7:v.out.vtk,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.out.vtk,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.outlier,input,Input vector layer,source
grass7:v.outlier,ew_step,Interpolation spline step value in east direction,number
grass7:v.outlier,ns_step,Interpolation spline step value in north direction,number
grass7:v.outlier,lambda,Tykhonov regularization weight,number
grass7:v.outlier,threshold,Threshold for the outliers,number
grass7:v.outlier,filter,Filtering option,enum
grass7:v.outlier,output,Layer without outliers,vectorDestination
grass7:v.outlier,outlier,Outliers,vectorDestination
grass7:v.outlier,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.outlier,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.outlier,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.overlay,operator,Operator to use,enum
grass7:v.overlay,snap,Snapping threshold for boundaries,number
grass7:v.overlay,output,Overlay,vectorDestination
grass7:v.overlay,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.overlay,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.overlay,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.pack,input,Name of input vector map to pack,source
grass7:v.pack,output,Packed archive,fileDestination
grass7:v.pack,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.pack,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.parallel,input,Input lines,source
grass7:v.parallel,distance,Offset along major axis in map units,number
grass7:v.parallel,minordistance,Offset along minor axis in map units,number
grass7:v.parallel,angle,Angle of major axis in degrees,number
grass7:v.parallel,side,Side,enum
grass7:v.parallel,tolerance,Tolerance of arc polylines in map units,number
grass7:v.parallel,output,Parallel lines,vectorDestination
grass7:v.parallel,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.parallel,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.parallel,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.patch,input,Input layers,multilayer
grass7:v.patch,output,Combined,vectorDestination
grass7:v.patch,bbox,Bounding boxes,vectorDestination
grass7:v.patch,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.patch,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.patch,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.perturb,input,Vector points to be spatially perturbed,source
grass7:v.perturb,distribution,Distribution of perturbation,enum
grass7:v.perturb,minimum,Minimum deviation in map units,number
grass7:v.perturb,seed,Seed for random number generation,number
grass7:v.perturb,output,Perturbed,vectorDestination
grass7:v.perturb,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.perturb,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.perturb,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.proj,input,Input vector to reproject,source
grass7:v.proj,crs,New coordinate reference system,crs
grass7:v.proj,smax,Maximum segment length in meters in output vector map,number
grass7:v.proj,output,Output vector map,vectorDestination
grass7:v.proj,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.proj,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.proj,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.qcount,input,Vector points layer,source
grass7:v.qcount,nquadrats,Number of quadrats,number
grass7:v.qcount,radius,Quadrat radius,number
grass7:v.qcount,output,Quadrats,vectorDestination
grass7:v.qcount,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.qcount,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.qcount,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.random,npoints,Number of points to be created,number
grass7:v.random,restrict,Restrict points to areas in input vector,source
grass7:v.random,zmin,Minimum z height for 3D output,number
grass7:v.random,zmax,Maximum z height for 3D output,number
grass7:v.random,seed,Seed for random number generation,number
grass7:v.random,column,Column for Z values,string
grass7:v.random,column_type,Type of column for z values,enum
grass7:v.random,output,Random,vectorDestination
grass7:v.random,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.random,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.random,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.rast.stats,map,Name of vector polygon map,source
grass7:v.rast.stats,raster,Name of raster map to calculate statistics from,raster
grass7:v.rast.stats,column_prefix,Column prefix for new attribute columns,string
grass7:v.rast.stats,method,The methods to use,enum
grass7:v.rast.stats,percentile,Percentile to calculate,number
grass7:v.rast.stats,output,Rast stats,vectorDestination
grass7:v.rast.stats,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.rast.stats,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.rast.stats,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.reclass,input,Input layer,source
grass7:v.reclass,type,Input feature type,enum
grass7:v.reclass,column,The name of the column whose values are to be used as new categories,field
grass7:v.reclass,rules,Reclass rule file,file
grass7:v.reclass,output,Reclassified,vectorDestination
grass7:v.reclass,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.reclass,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.reclass,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.rectify,input,Name of input vector map,source
grass7:v.rectify,inline_points,Inline control points,string
grass7:v.rectify,points,Name of input file with control points,file
grass7:v.rectify,order,Rectification polynomial order,number
grass7:v.rectify,separator,Field separator for RMS report,string
grass7:v.rectify,output,Rectified,vectorDestination
grass7:v.rectify,rmsfile,Root Mean Square errors file,fileDestination
grass7:v.rectify,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.rectify,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.rectify,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.report,map,Input layer,source
grass7:v.report,option,Value to calculate,enum
grass7:v.report,units,units,enum
grass7:v.report,html,Report,fileDestination
grass7:v.report,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.report,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.sample,input,Vector layer defining sample points,source
grass7:v.sample,column,Vector layer attribute column to use for comparison,field
grass7:v.sample,raster,Raster map to be sampled,raster
grass7:v.sample,zscale,Sampled raster values will be multiplied by this factor,number
grass7:v.sample,method,Sampling interpolation method,enum
grass7:v.sample,output,Sampled,vectorDestination
grass7:v.sample,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.sample,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.sample,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.segment,input,Input lines layer,source
grass7:v.segment,rules,File containing segment rules,file
grass7:v.segment,output,Segments,vectorDestination
grass7:v.segment,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.segment,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.segment,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
grass7:v.select,operator,Operator to use,enum
grass7:v.select,output,Selected,vectorDestination
grass7:v.select,GRASS_REGION_PARAMETER,GRASS GIS 7 region extent,extent
grass7:v.select,GRASS_MIN_AREA_PARAMETER,v.in.ogr min area,number
grass7:v.select,GRASS_OUTPUT_TYPE_PARAMETER,v.out.ogr output type,enum
